,标题,作者,漫画分类,风格类型,保存格式,封面,内容简介,是否完结
126,请不要说爱我,鲸鱼合合,内地漫画,爱情,JPG,http://images.dmzj.com/img/webpic/9/1001141491428402023.jpg,多年不见的二人，再次相遇……会是重新牵起彼此的手，还是永不再见。,已完结
127,紫蛟,heathery,内地漫画,"爱情,治愈",JPG,http://images.dmzj.com/img/webpic/19/1001141591428402510.jpg,一直被骂作是小傻蛟的她，有一个不能说的秘密……,已完结
128,龙斩,多多洛,内地漫画,"热血,奇幻",JPG,http://images.dmzj.com/img/webpic/0408longzan.jpg,斩龙记,已完结
129,水晶球,隋执祺,内地漫画,"魔法,治愈",JPG,http://images.dmzj.com/img/webpic/0408shuijingqiu.jpg,"在水晶球中与思念的人重逢。
那个人，是我的爸爸。",已完结
130,呢喃,依稀空澈,内地漫画,治愈,JPG,http://images.dmzj.com/img/webpic/16/1001141361428462946.jpg,"她是从什么时候开始变得沉默寡言的呢？
不亲近同学，没有往来的朋友。

班主任很困惑。
她每次来和奶奶说些大人的大道理时，尖厉的声音即使隔着一个房间也让远方的耳朵嗡嗡作响。",已完结
131,Amusement Park 游乐园,隋执祺,内地漫画,"爱情,治愈",JPG,http://images.dmzj.com/img/webpic/18/1001149381428464581.jpg,"“我们两个，一个像夏天，一个像秋天。
却总能把冬天变成了春天。”",已完结
132,谁说吻的味道就如棉花糖一样的？,粉の兔儿,内地漫画,"爱情,搞笑",JPG,http://images.dmzj.com/img/webpic/6/1001155861428500871.jpg,银魂同人漫画[冲田总悟X神乐]的CP配对！,已完结
133,LOL神坑联盟,SAJO,内地漫画,"热血,励志",JPG,http://images.dmzj.com/img/webpic/12/1001161321428556850.jpg,（作者QQ：316429217）【Q群： 212887257】,已完结
134,海滨学校,漫无边际,内地漫画,"爱情,校园",JPG,http://images.dmzj.com/img/webpic/19/1001170791428638544.jpg,"为什么明明是海边的学校，却还是那么热啊！
诶？不过竟然碰上了意想不到的人……",已完结
135,风之行者,白骁,内地漫画,"魔法,奇幻",JPG,http://images.dmzj.com/img/webpic/15/1001179351428675064.jpg,幻想时空中的冒险故事,已完结
136,忍者乱斗,画益,内地漫画,"格斗,热血",JPG,http://images.dmzj.com/img/webpic/6/1001191861428828307.jpg,"火影中死对头的再次相遇，又是怎么的一番光景呢，我们拭目以待！！！<br>
本漫画每周日准时更新，敬请收看哦！小伙伴们快快订阅收藏吧！么么哒(づ￣ 3￣)づ<br>
作者的新浪微博地址：http://m.weibo.cn/u/5040081738<br>
ID:叶时声<br>
作者没事发发资源O(∩_∩)O，敬请关注哦！！！<br>",已完结
137,花梦,星光,内地漫画,"校园,励志",JPG,http://images.dmzj.com/img/webpic/5/1001193851428764379.jpg,《花梦》讲述了热爱生活，热爱青春，热爱梦想，晓天和自己的小伙伴们从不同的“世界”，为了共同的梦想走进同一个“世界”，让彼此的距离拉得更近，让梦想的“花梦”绚丽绽放的故事。 ,已完结
138,木雕魂,星光,内地漫画,"武侠,奇幻",JPG,http://images.dmzj.com/img/webpic/5/1001193851428764212.jpg,高中生奇漫在梦中看到一位古代身影在向他召唤，在与好友去古镇时，发生的不可思议的事情…… ,已完结
139,旅游大作战,白骁,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/15/1001179351428674688.jpg,以前的短篇故事集－旅游大作战,已完结
140,冒险王,白骁,内地漫画,"冒险,格斗",JPG,http://images.dmzj.com/img/webpic/15/1001179351428674412.jpg,以前的短篇故事集－冒险王,已完结
141,cs同人故事 反恐精英,白骁,内地漫画,"冒险,格斗",JPG,http://images.dmzj.com/img/webpic/15/1001179351428984796.jpg,以前的短篇故事集－CS同人,已完结
142,漫画mtv,白骁,内地漫画,"冒险,治愈",JPG,http://images.dmzj.com/img/webpic/15/1001179351428987207.jpg,以前的短篇故事集－漫画mtv,已完结
143,长相思·茶花,漫天星mstars/晗旭,内地漫画,"爱情,奇幻",JPG,http://images.dmzj.com/img/webpic/2/1000910821428997652.jpg,上学的路上，咦，为什么那个人没有影子？为什么一直跟着我？！大家都看不见他吗！,已完结
144,软绵绵の日常,大食的胡子,内地漫画,"爱情,治愈,生活",JPG,http://images.dmzj.com/img/webpic/10/1001238301453011228.jpg,仓鼠们软绵绵的日常！记录着平平澹澹，简简单单，暖暖的幸福。希望你能够体会到它们之间的幸福也让自己幸福起来❤,已完结
145,凯撒的谢礼,千里黄沙,内地漫画,"热血,奇幻",JPG,http://images.dmzj.com/img/webpic/12/1000911121429184967.jpg,《绝对禁猎区》系列，中间人主线的小基情,已完结
146,绝对禁猎区,千里黄沙,内地漫画,"冒险,奇幻",JPG,http://images.dmzj.com/img/webpic/12/1000911121429184524.jpg,"满身谜团的男人布拉德与爱钱如命的路西法是一家地下征信社的老板兼员工，即使是多么见不得光的委托，只要能够支付高额酬金都能替金主解决问题，然而两人也常常因为工作被卷入各种各样的麻烦事情当中
第一夜 天使狩猎日  简介：
一次偶遇二人捡回一只白鸦幼兽，接着他们的中间人就带来了一笔价值百万的委托——商界富豪莱斯特`克里，重金寻找丢失的宠物“银发小天使”……",已完结
147,《盗墓笔记》四格同人,千里黄沙,内地漫画,"冒险,搞笑",JPG,http://images.dmzj.com/img/webpic/12/1000911121429184368.jpg,瓶邪向同人，脑洞而已,已完结
148,水蓝恋物语,森森野,内地漫画,"爱情,治愈",JPG,http://images.dmzj.com/img/webpic/10/269381101429166661.jpg,喜欢天蓝色的女孩。在放学的途中，常常经过的街角，发现一家从未见过的店....在哪里她与金发碧眼的年轻男子相遇。这偶然却又必然的相遇会带来怎样的涟漪..... 希望这个漫画为您的夏日带去一丝清凉.....,已完结
149,东君系列之二仙赐传奇,千秋叶,内地漫画,"奇幻,搞笑",JPG,http://images.dmzj.com/img/webpic/3/1001085031429243587.jpg,东君系列小短篇之二。,已完结
150,熊猫,风行漫画工作室,内地漫画,"热血,搞笑",JPG,http://images.dmzj.com/img/webpic/2/1001303621429582962.jpg,"风行漫画工作室短篇作品《熊猫》
创作于2008年，刊于《科幻世界画刊》
火爆的熊猫家庭，各种重型武器齐上阵只为解决夫妻小矛盾。熊猫小朋友机智搞定偷猎人。",已完结
151,悟空,风行漫画工作室,内地漫画,"冒险,搞笑",JPG,http://images.dmzj.com/img/webpic/2/1001303621429584958.jpg,"风行漫画工作室短篇——《悟空》
创作于2006年刊于《幻想》
师徒四人取经归来之后在现代都市的水泥森林中又是过着怎样的生活呢？他们能适应身份的转变吗？还是继续遵循心中那个真实的自己。",已完结
152,先取恐龙还是蛋,风行漫画工作室,内地漫画,"冒险,搞笑",JPG,http://images.dmzj.com/img/webpic/2/1001303621429585160.jpg,"风行漫画工作室短篇作品——《先取恐龙还是蛋》
创作于2007年，刊于《科幻世界画刊》
荣获中国漫画优秀短篇漫画奖
时空传送器制造成功，回到过去的人们是要先取恐龙还是先取恐龙蛋。",已完结
153,天使夜未眠,s郡主,内地漫画,"魔法,校园,奇幻",JPG,http://images.dmzj.com/img/webpic/0424tianshiyeweimian.JPG,天使少女与人类正太。,已完结
154,她他,青果木亦,内地漫画,"爱情,校园,治愈",JPG,http://images.dmzj.com/img/webpic/14/1001332741429802634.jpg,,已完结
155,Comic Dream,龙轩动漫,内地漫画,"冒险,热血",JPG,http://images.dmzj.com/img/webpic/7/1001337671429846667.jpg,三无屌丝漫画家突然深陷异次元空间！,已完结
156,我的九个女朋友,Cherry Bomb,内地漫画,"热血,搞笑",JPG,http://images.dmzj.com/img/webpic/0424wdjgnpy.jpg,在网上用着猥琐大叔头像的，不亲眼见到还真不敢相信竟然是超级大美女啊！,已完结
157,禁咒之咏,腿叔×呆鱼子,内地漫画,"冒险,魔法,校园",JPG,http://images.dmzj.com/img/webpic/0424jinzhouzhiyong.jpg,,已完结
158,小草,Mo_飛煙,内地漫画,"校园,生活",JPG,http://images.dmzj.com/img/webpic/10/1000967301430081509.jpg,普通人的普通故事,已完结
159,打劫王爷有肉吃,猫猫佳大人,内地漫画,"武侠,搞笑",JPG,http://images.dmzj.com/img/webpic/9/1001292291430123114.jpg,打劫一个王爷！感觉萌萌哒~,已完结
160,医院恐怖传说,黑牧师,内地漫画,"搞笑,其他",JPG,http://images.dmzj.com/img/webpic/4/1001391841430132930.jpg,身为灵异周刊记者，我来到医院寻找素材。。。。,已完结
161,衣柜,黑牧师,内地漫画,其他,JPG,http://images.dmzj.com/img/webpic/4/1001391841430132547.jpg,为了给女友生日的惊喜，我躲藏在她家的衣柜中，可是没想到。。。,已完结
162,收割者,北巷,内地漫画,冒险,JPG,http://images.dmzj.com/img/webpic/18/1001055781430119771.jpg,收割者,已完结
163,战争,北巷,内地漫画,冒险,JPG,http://images.dmzj.com/img/webpic/18/1001055781430119537.jpg,,已完结
164,借人之眼,XKULO,内地漫画,"热血,奇幻",JPG,http://images.dmzj.com/img/webpic/1/1001400811430197023.jpg,"高二投稿劲漫画新人奖决赛落选作品
每个人都有自己的颜色，我想借你的眼睛，看看你我的颜色",已完结
165,不可思议逆袭物语,XKULO,内地漫画,"奇幻,搞笑",JPG,http://images.dmzj.com/img/webpic/1/1001400811430196662.jpg,高二的随笔,已完结
166,明天,XKULO,内地漫画,"治愈,生活",JPG,http://images.dmzj.com/img/webpic/1/1001400811430194839.jpg,高二时候的练习，讲述一个萝莉杀手被收留之后的惊险故事,已完结
167,圣诞的私语,吉斗工作室,内地漫画,"冒险,魔法,奇幻",JPG,http://images.dmzj.com/img/webpic/7/1000620471430195106.jpg,圣诞节，一个小小的红色小人在到处派发礼物，似乎他拥有神奇的力量，一群小孩子在他的陪伴下过的圣诞节会是什么样的了？……,已完结
168,许愿,吉斗工作室,内地漫画,"冒险,奇幻",JPG,http://images.dmzj.com/img/webpic/7/1000620471430194740.jpg,在圣诞节把新的一年的心愿写在许愿卡上挂到许愿树上，或许人人都有过，但没有人知道愿望有时候不能成真也是一种美好！,已完结
169,誓光之剑,青之元素,内地漫画,"格斗,搞笑",JPG,http://images.dmzj.com/img/webpic/8/1001400081430191280.jpg,"降妖除魔的能力者们,两人一组,一攻一受,对不起是一攻一守= = 总之，这是驱魔少年二人组合的2b小故事啦~！",已完结
170,傲世九重天 个人渣漫画,五月工作室,内地漫画,"冒险,热血",JPG,http://images.dmzj.com/img/webpic/8/1000954481430228464.jpg,,已完结
171,大侠之名,千枽,内地漫画,"武侠,仙侠",JPG,http://images.dmzj.com/img/webpic/15/1001384751430320428.jpg,算是一个不太明显的天下3同人,已完结
172,白日梦,宫缘乾,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/2/1001426021430372993.jpg,很久很久以前，有一个男孩叫白，有一个女孩叫梦……,已完结
173,瓢客传,宫缘乾,内地漫画,"格斗,热血,奇幻",JPG,http://images.dmzj.com/img/webpic/2/1001426021430373727.jpg,飞蛾在扑火，我在画漫画,已完结
174,老子说,宫缘乾,内地漫画,搞笑,JPG,http://images.dmzj.com/img/webpic/2/1001426021430374232.jpg,我叫子贱，孙子的子，贱人的贱,已完结
175,我的岛,宫缘乾,内地漫画,"热血,励志,搞笑",JPG,http://images.dmzj.com/img/webpic/2/1001426021430374680.jpg,微博：http://weibo.com/gyq176637990,已完结
176,时间之神的沙漏,井千秋,内地漫画,"爱情,校园,奇幻",JPG,http://images.dmzj.com/img/webpic/6/1001426861430378647.jpg,无限循环的我们的相遇,已完结
177,专属偶像,八喜奶酪×AKANO,内地漫画,"爱情,校园,治愈",JPG,http://images.dmzj.com/img/webpic/1/1001427611430383393.jpg,作者：八喜奶酪×AKANO,已完结
178,东君系列之四浮生两世,千秋叶,内地漫画,"爱情,奇幻,仙侠",JPG,http://images.dmzj.com/img/webpic/3/1001085031430473885.jpg,东君系列故事。,已完结
179,白烛之路,冰山佼佼,内地漫画,"悬疑,其他",JPG,http://images.dmzj.com/img/webpic/0/1001455201430719722.jpg,灵异故事 关于爱,已完结
180,星轨是天空的道路,CHRY,内地漫画,"冒险,奇幻",JPG,http://images.dmzj.com/img/webpic/12/1448871282.jpg,"由风息神泪原作，CHRY绘画的少女漫画作品。讲述了伦萨国埃里德家千金小姐莱菲西亚（后改名为行歌）与“万物公约""成员聆空、伊洛珈、那非等人之间发生的冒险故事。",已完结
181,美杜莎之泪,八喜奶酪×AKANO,内地漫画,"爱情,校园,悬疑",JPG,http://images.dmzj.com/img/webpic/1/1001427611430790409.jpg,美杜莎之泪http://blog.sina.com.cn/akano,已完结
182,武松打“虎”,灵动漫画工作室,内地漫画,"格斗,历史,武侠",JPG,http://images.dmzj.com/img/webpic/0/1001490001430726787.jpg,这是一个历史正说的实验短篇故事，讲述的关于“武松打虎”的真实版本。,已完结
183,小魔女莉莉丝,灵动漫画工作室,内地漫画,"冒险,魔法,搞笑",JPG,http://images.dmzj.com/img/webpic/0/1001490001430725826.jpg,小魔女莉莉丝的寻爱冒险！这其实是我们创作的一个长篇漫画的实验短篇，或者说序曲吧。,已完结
184,米路梦物语,鳗|鱼子,内地漫画,"冒险,魔法",JPG,http://images.dmzj.com/img/webpic/6/245899661430724810.jpg,"“世界由梦想所推动，而我们描绘的，是梦想的延长线” 
为了收集“梦的碎片”而进入人类梦中的精灵——艾路路和娜娜米，他们在梦中所见到的景色是...?",已完结
185,完美结局,曹小辉,内地漫画,奇幻,JPG,http://images.dmzj.com/img/webpic/10/1001500301430800818.jpg,短篇作品，希望大家喜欢~,已完结
186,镜之森,可可,内地漫画,"爱情,魔法,奇幻",JPG,http://images.dmzj.com/img/webpic/1/1001516011430902763.jpg,"传说在森林深处，那些花花草草经过日月精华的滋养修得了人类的外形。偶尔会有几个调皮的跑到人类聚集的地方玩弄人类来取乐。
所以，如果你在森林里遇到了这样的女孩，千万不要被迷惑……",已完结
187,絮,吉斗工作室,内地漫画,"治愈,搞笑",JPG,http://images.dmzj.com/img/webpic/7/1000620471430900852.jpg,涂鸦日记，呵呵！一段想象出来的有趣生活！主人公，一个如球一般胖胖的叫球球的人自我日记！让大家看看孩子的眼中，世界是什么样的！,已完结
188,归还,吉斗工作室,内地漫画,"冒险,奇幻,搞笑",JPG,http://images.dmzj.com/img/webpic/7/1000620471430900593.jpg,故事讲述的是一个小女孩，有天在树林里救了一只精灵，但小女孩因为自己的贪玩拿着精灵的宝石到街上逛，很多人想换宝石，买宝石，但都被小女孩拒绝了！可是一个神官用一只非常可爱的宠物博取了小女孩的心，换走了宝石！小女孩看到精灵丢了宝石，非常后悔，决定拿回宝石！在拿回宝石的路上，得到了吹笛人，会空手道的公鸡，喜欢科学的小猫的帮助，拿回了宝石！大概是这样了！希望路过的各位能认真看完，谢谢,已完结
189,思返,小七爱学习,内地漫画,"纯爱,武侠,仙侠",JPG,http://images.dmzj.com/img/webpic/1/1001517211430919636.jpg,作品简介:五年前画的同人当时画技烂的要死+OOC严重请慎重点击！！！衍生自《仙剑奇侠传四》，CP云紫青霄既然已经写在这里就请不要掐CP啦~本篇五年前已完结，第二部《记忆之森》正在酝酿中==+，欢迎来微博找我：@小七爱学习身体倍儿棒http://weibo.com/u/1584957092,已完结
190,六月之兽,淘漫画,内地漫画,魔法,JPG,http://images.dmzj.com/img/webpic/6/1001415261430987000.jpg,藤纪乡女扮男装来到学院寻找失踪的父亲，不料邂逅失散多年的妹妹香，儿时挽救过并芳心暗许的泽，以及始终温柔守护在自己身边的川。原本的一切会往幸福的方向行进，“六月之兽”的预言竟忽然出现。一系列校园离奇事件接连发生。命运解答的最终章，敬请开启。,已完结
